trade_date,symbol,close,adj_close,source
2024-04-09,WAVE,76.0269,76.0269,fixture
2024-04-10,WAVE,76.5941,76.5941,fixture
2024-04-11,WAVE,77.2807,77.2807,fixture
2024-04-12,WAVE,78.0832,78.0832,fixture
2024-04-15,WAVE,78.9975,78.9975,fixture
2024-04-16,WAVE,80.0188,80.0188,fixture
2024-04-17,WAVE,81.1421,81.1421,fixture
2024-04-18,WAVE,82.3615,82.3615,fixture
2024-04-19,WAVE,83.6709,83.6709,fixture
2024-04-22,WAVE,85.0635,85.0635,fixture
2024-04-23,WAVE,86.5324,86.5324,fixture
2024-04-24,WAVE,88.0699,88.0699,fixture
2024-04-25,WAVE,89.6682,89.6682,fixture
2024-04-26,WAVE,91.3193,91.3193,fixture
2024-04-29,WAVE,93.0146,93.0146,fixture
2024-04-30,WAVE,94.7456,94.7456,fixture
2024-05-01,WAVE,96.5033,96.5033,fixture
2024-05-02,WAVE,98.2789,98.2789,fixture
2024-05-03,WAVE,100.0632,100.0632,fixture
2024-05-06,WAVE,101.8473,101.8473,fixture
2024-05-07,WAVE,103.6219,103.6219,fixture
2024-05-08,WAVE,105.3780,105.3780,fixture
2024-05-09,WAVE,107.1067,107.1067,fixture
2024-05-10,WAVE,108.7992,108.7992,fixture
2024-05-13,WAVE,110.4468,110.4468,fixture
2024-05-14,WAVE,112.0411,112.0411,fixture
2024-05-15,WAVE,113.5740,113.5740,fixture
2024-05-16,WAVE,115.0377,115.0377,fixture
2024-05-17,WAVE,116.4247,116.4247,fixture
2024-05-20,WAVE,117.7279,117.7279,fixture
2024-05-21,WAVE,118.9407,118.9407,fixture
2024-05-22,WAVE,120.0569,120.0569,fixture
2024-05-23,WAVE,121.0709,121.0709,fixture
2024-05-24,WAVE,121.9773,121.9773,fixture
2024-05-27,WAVE,122.7717,122.7717,fixture
2024-05-28,WAVE,123.4500,123.4500,fixture
2024-05-29,WAVE,124.0087,124.0087,fixture
2024-05-30,WAVE,124.4449,124.4449,fixture
2024-05-31,WAVE,124.7565,124.7565,fixture
2024-06-03,WAVE,124.9418,124.9418,fixture
2024-06-04,WAVE,124.9999,124.9999,fixture
2024-06-05,WAVE,124.9305,124.9305,fixture
2024-06-06,WAVE,124.7340,124.7340,fixture
2024-06-07,WAVE,124.4113,124.4113,fixture
2024-06-10,WAVE,123.9641,123.9641,fixture
2024-06-11,WAVE,123.3947,123.3947,fixture
2024-06-12,WAVE,122.7061,122.7061,fixture
2024-06-13,WAVE,121.9016,121.9016,fixture
2024-06-14,WAVE,120.9854,120.9854,fixture
2024-06-17,WAVE,119.9622,119.9622,fixture
2024-06-18,WAVE,118.8372,118.8372,fixture
2024-06-19,WAVE,117.6161,117.6161,fixture
2024-06-20,WAVE,116.3052,116.3052,fixture
2024-06-21,WAVE,114.9111,114.9111,fixture
2024-06-24,WAVE,113.4410,113.4410,fixture
2024-06-25,WAVE,111.9023,111.9023,fixture
2024-06-26,WAVE,110.3030,110.3030,fixture
2024-06-27,WAVE,108.6511,108.6511,fixture
2024-06-28,WAVE,106.9550,106.9550,fixture
2024-07-01,WAVE,105.2235,105.2235,fixture
2024-07-02,WAVE,103.4654,103.4654,fixture
2024-07-03,WAVE,101.6896,101.6896,fixture
2024-07-04,WAVE,99.9052,99.9052,fixture
2024-07-05,WAVE,98.1212,98.1212,fixture
2024-07-08,WAVE,96.3469,96.3469,fixture
2024-07-09,WAVE,94.5911,94.5911,fixture
2024-07-10,WAVE,92.8630,92.8630,fixture
2024-07-11,WAVE,91.1712,91.1712,fixture
2024-07-12,WAVE,89.5245,89.5245,fixture
2024-07-15,WAVE,87.9312,87.9312,fixture
2024-07-16,WAVE,86.3995,86.3995,fixture
2024-07-17,WAVE,84.9371,84.9371,fixture
2024-07-18,WAVE,83.5515,83.5515,fixture
2024-07-19,WAVE,82.2498,82.2498,fixture
2024-07-22,WAVE,81.0387,81.0387,fixture
2024-07-23,WAVE,79.9242,79.9242,fixture
2024-07-24,WAVE,78.9121,78.9121,fixture
2024-07-25,WAVE,78.0076,78.0076,fixture
2024-07-26,WAVE,77.2152,77.2152,fixture
2024-07-29,WAVE,76.5391,76.5391,fixture
2024-07-30,WAVE,75.9825,75.9825,fixture
2024-07-31,WAVE,75.5485,75.5485,fixture
2024-08-01,WAVE,75.2392,75.2392,fixture
2024-08-02,WAVE,75.0561,75.0561,fixture
2024-08-05,WAVE,75.0002,75.0002,fixture
2024-08-06,WAVE,75.0719,75.0719,fixture
2024-08-07,WAVE,75.2707,75.2707,fixture
2024-08-08,WAVE,75.5956,75.5956,fixture
2024-08-09,WAVE,76.0449,76.0449,fixture
2024-08-12,WAVE,76.6164,76.6164,fixture
2024-08-13,WAVE,77.3072,77.3072,fixture
2024-08-14,WAVE,78.1137,78.1137,fixture
2024-08-15,WAVE,79.0318,79.0318,fixture
2024-08-16,WAVE,80.0569,80.0569,fixture
2024-08-19,WAVE,81.1836,81.1836,fixture
2024-08-20,WAVE,82.4064,82.4064,fixture
2024-08-21,WAVE,83.7188,83.7188,fixture
2024-08-22,WAVE,85.1143,85.1143,fixture
2024-08-23,WAVE,86.5857,86.5857,fixture
2024-08-26,WAVE,88.1255,88.1255,fixture
2024-08-27,WAVE,89.7258,89.7258,fixture
2024-08-28,WAVE,91.3786,91.3786,fixture
2024-08-29,WAVE,93.0753,93.0753,fixture
2024-08-30,WAVE,94.8074,94.8074,fixture
2024-09-02,WAVE,96.5659,96.5659,fixture
2024-09-03,WAVE,98.3420,98.3420,fixture
2024-09-04,WAVE,100.1264,100.1264,fixture
2024-09-05,WAVE,101.9103,101.9103,fixture
2024-09-06,WAVE,103.6844,103.6844,fixture
2024-09-09,WAVE,105.4397,105.4397,fixture
