trade_date,symbol,close,adj_close,source
2024-06-25,GAP,128.3705,128.3705,fixture
2024-06-26,GAP,128.6272,128.6272,fixture
2024-06-27,GAP,128.8845,128.8845,fixture
2024-06-28,GAP,129.1423,129.1423,fixture
2024-07-01,GAP,129.4005,129.4005,fixture
2024-07-02,GAP,129.6593,129.6593,fixture
2024-07-03,GAP,129.9187,129.9187,fixture
2024-07-04,GAP,130.1785,130.1785,fixture
2024-07-05,GAP,130.4389,130.4389,fixture
2024-07-08,GAP,130.6997,130.6997,fixture
2024-07-09,GAP,130.9611,130.9611,fixture
2024-07-10,GAP,131.2231,131.2231,fixture
2024-07-11,GAP,131.4855,131.4855,fixture
2024-07-12,GAP,131.7485,131.7485,fixture
2024-07-15,GAP,132.0120,132.0120,fixture
2024-07-16,GAP,132.2760,132.2760,fixture
2024-07-17,GAP,132.5405,132.5405,fixture
2024-07-18,GAP,132.8056,132.8056,fixture
2024-07-19,GAP,133.0712,133.0712,fixture
2024-07-22,GAP,133.3374,133.3374,fixture
2024-07-23,GAP,133.6040,133.6040,fixture
2024-07-24,GAP,133.8713,133.8713,fixture
2024-07-25,GAP,134.1390,134.1390,fixture
2024-07-26,GAP,134.4073,134.4073,fixture
2024-07-29,GAP,134.6761,134.6761,fixture
2024-07-30,GAP,134.9454,134.9454,fixture
2024-07-31,GAP,135.2153,135.2153,fixture
2024-08-01,GAP,135.4858,135.4858,fixture
2024-08-02,GAP,135.7567,135.7567,fixture
2024-08-05,GAP,136.0283,136.0283,fixture
2024-08-06,GAP,136.3003,136.3003,fixture
2024-08-07,GAP,136.5729,136.5729,fixture
2024-08-08,GAP,136.8461,136.8461,fixture
2024-08-09,GAP,137.1197,137.1197,fixture
2024-08-12,GAP,137.3940,137.3940,fixture
2024-08-13,GAP,137.6688,137.6688,fixture
2024-08-14,GAP,137.9441,137.9441,fixture
2024-08-15,GAP,138.2200,138.2200,fixture
2024-08-16,GAP,138.4964,138.4964,fixture
2024-08-19,GAP,138.7734,138.7734,fixture
2024-08-20,GAP,139.0510,139.0510,fixture
2024-08-21,GAP,139.3291,139.3291,fixture
2024-08-22,GAP,139.6077,139.6077,fixture
2024-08-23,GAP,139.8870,139.8870,fixture
2024-08-26,GAP,140.1667,140.1667,fixture
2024-08-27,GAP,140.4471,140.4471,fixture
2024-08-28,GAP,140.7280,140.7280,fixture
2024-08-29,GAP,141.0094,141.0094,fixture
2024-08-30,GAP,141.2914,141.2914,fixture
2024-09-02,GAP,141.5740,141.5740,fixture
2024-09-03,GAP,141.8572,141.8572,fixture
2024-09-04,GAP,142.1409,142.1409,fixture
2024-09-05,GAP,142.4252,142.4252,fixture
2024-09-06,GAP,142.7100,142.7100,fixture
2024-09-09,GAP,142.9954,142.9954,fixture
