trade_date,symbol,close,adj_close,source
2024-05-01,RISE,140.9611,140.9611,fixture
2024-05-02,RISE,141.5250,141.5250,fixture
2024-05-03,RISE,142.0911,142.0911,fixture
2024-05-06,RISE,142.6594,142.6594,fixture
2024-05-07,RISE,143.2301,143.2301,fixture
2024-05-08,RISE,143.8030,143.8030,fixture
2024-05-09,RISE,144.3782,144.3782,fixture
2024-05-10,RISE,144.9557,144.9557,fixture
2024-05-13,RISE,145.5355,145.5355,fixture
2024-05-14,RISE,146.1177,146.1177,fixture
2024-05-15,RISE,146.7021,146.7021,fixture
2024-05-16,RISE,147.2889,147.2889,fixture
2024-05-17,RISE,147.8781,147.8781,fixture
2024-05-20,RISE,148.4696,148.4696,fixture
2024-05-21,RISE,149.0635,149.0635,fixture
2024-05-22,RISE,149.6597,149.6597,fixture
2024-05-23,RISE,150.2584,150.2584,fixture
2024-05-24,RISE,150.8594,150.8594,fixture
2024-05-27,RISE,151.4629,151.4629,fixture
2024-05-28,RISE,152.0687,152.0687,fixture
2024-05-29,RISE,152.6770,152.6770,fixture
2024-05-30,RISE,153.2877,153.2877,fixture
2024-05-31,RISE,153.9008,153.9008,fixture
2024-06-03,RISE,154.5164,154.5164,fixture
2024-06-04,RISE,155.1345,155.1345,fixture
2024-06-05,RISE,155.7550,155.7550,fixture
2024-06-06,RISE,156.3781,156.3781,fixture
2024-06-07,RISE,157.0036,157.0036,fixture
2024-06-10,RISE,157.6316,157.6316,fixture
2024-06-11,RISE,158.2621,158.2621,fixture
2024-06-12,RISE,158.8952,158.8952,fixture
2024-06-13,RISE,159.5307,159.5307,fixture
2024-06-14,RISE,160.1689,160.1689,fixture
2024-06-17,RISE,160.8095,160.8095,fixture
2024-06-18,RISE,161.4528,161.4528,fixture
2024-06-19,RISE,162.0986,162.0986,fixture
2024-06-20,RISE,162.7470,162.7470,fixture
2024-06-21,RISE,163.3980,163.3980,fixture
2024-06-24,RISE,164.0516,164.0516,fixture
2024-06-25,RISE,164.7078,164.7078,fixture
2024-06-26,RISE,165.3666,165.3666,fixture
2024-06-27,RISE,166.0281,166.0281,fixture
2024-06-28,RISE,166.6922,166.6922,fixture
2024-07-01,RISE,167.3590,167.3590,fixture
2024-07-02,RISE,168.0284,168.0284,fixture
2024-07-03,RISE,168.7005,168.7005,fixture
2024-07-04,RISE,169.3753,169.3753,fixture
2024-07-05,RISE,170.0528,170.0528,fixture
2024-07-08,RISE,170.7330,170.7330,fixture
2024-07-09,RISE,171.4159,171.4159,fixture
2024-07-10,RISE,172.1016,172.1016,fixture
2024-07-11,RISE,172.7900,172.7900,fixture
2024-07-12,RISE,173.4812,173.4812,fixture
2024-07-15,RISE,174.1751,174.1751,fixture
2024-07-16,RISE,174.8718,174.8718,fixture
2024-07-17,RISE,175.5713,175.5713,fixture
2024-07-18,RISE,176.2736,176.2736,fixture
2024-07-19,RISE,176.9787,176.9787,fixture
2024-07-22,RISE,177.6866,177.6866,fixture
2024-07-23,RISE,178.3973,178.3973,fixture
2024-07-24,RISE,179.1109,179.1109,fixture
2024-07-25,RISE,179.8274,179.8274,fixture
2024-07-26,RISE,180.5467,180.5467,fixture
2024-07-29,RISE,181.2689,181.2689,fixture
2024-07-30,RISE,181.9939,181.9939,fixture
2024-07-31,RISE,182.7219,182.7219,fixture
2024-08-01,RISE,183.4528,183.4528,fixture
2024-08-02,RISE,184.1866,184.1866,fixture
2024-08-05,RISE,184.9234,184.9234,fixture
2024-08-06,RISE,185.6631,185.6631,fixture
2024-08-07,RISE,186.4057,186.4057,fixture
2024-08-08,RISE,187.1513,187.1513,fixture
2024-08-09,RISE,187.8999,187.8999,fixture
2024-08-12,RISE,188.6515,188.6515,fixture
2024-08-13,RISE,189.4061,189.4061,fixture
2024-08-14,RISE,190.1638,190.1638,fixture
2024-08-15,RISE,190.9244,190.9244,fixture
2024-08-16,RISE,191.6881,191.6881,fixture
2024-08-19,RISE,192.4549,192.4549,fixture
2024-08-20,RISE,193.2247,193.2247,fixture
2024-08-21,RISE,193.9976,193.9976,fixture
2024-08-22,RISE,194.7736,194.7736,fixture
2024-08-23,RISE,195.5527,195.5527,fixture
2024-08-26,RISE,196.3349,196.3349,fixture
2024-08-27,RISE,197.1202,197.1202,fixture
2024-08-28,RISE,197.9087,197.9087,fixture
2024-08-29,RISE,198.7003,198.7003,fixture
2024-08-30,RISE,199.4951,199.4951,fixture
2024-09-02,RISE,200.2931,200.2931,fixture
2024-09-03,RISE,201.0943,201.0943,fixture
2024-09-04,RISE,201.8987,201.8987,fixture
2024-09-05,RISE,202.7063,202.7063,fixture
2024-09-06,RISE,203.5171,203.5171,fixture
2024-09-09,RISE,204.3312,204.3312,fixture
